x	y
-10.0	-28.447731001547854
-9.797979797979798	-27.38496637640748
-9.595959595959595	-30.637423081257083
-9.393939393939394	-28.78896264077944
-9.191919191919192	-26.480453635602967
-8.98989898989899	-22.329251421599164
-8.787878787878787	-25.75204841723505
-8.585858585858587	-23.26916591450203
-8.383838383838384	-21.410606299996108
-8.181818181818182	-23.227698974206927
-7.979797979797979	-18.79995273982343
-7.777777777777778	-23.496084728419813
-7.575757575757576	-28.224902856761076
-7.373737373737374	-21.54285882812643
-7.171717171717171	-14.96012949594685
-6.96969696969697	-16.73046701265531
-6.767676767676768	-16.294357596085966
-6.565656565656566	-15.214463006704054
-6.363636363636363	-18.974474236917548
-6.161616161616162	-16.698192071823797
-5.959595959595959	-19.325696863130617
-5.757575757575758	-14.243232173003328
-5.555555555555555	-7.790398710903402
-5.353535353535354	-15.2949174437575
-5.151515151515151	-16.191660454169835
-4.94949494949495	-11.952520061268636
-4.747474747474747	-11.851809238464025
-4.545454545454546	-9.616037458102529
-4.343434343434343	-7.15877539798237
-4.141414141414142	-13.171868997173377
-3.9393939393939394	-7.944225342361471
-3.737373737373738	-3.5047756809087156
-3.5353535353535355	-4.416734419370805
-3.333333333333333	-8.607751237494288
-3.1313131313131315	-5.983595510372455
-2.929292929292929	-9.674550474201574
-2.7272727272727275	-6.135700206479915
-2.525252525252525	-9.373749537434628
-2.3232323232323235	-0.7260439397562526
-2.121212121212121	-7.99770167178173
-1.9191919191919187	-0.7395911972483362
-1.717171717171718	4.492714409116987
-1.5151515151515156	1.7125561468899506
-1.3131313131313131	-0.3903974253234048
-1.1111111111111107	0.6537633352560615
-0.9090909090909101	1.3919962007028306
-0.7070707070707076	1.1959477800520493
-0.5050505050505052	-4.6435409403042645
-0.30303030303030276	2.170186356674122
-0.10101010101010033	-0.5025810018399759
0.10101010101010033	5.484329669198969
0.30303030303030276	-0.6723102286259395
0.5050505050505052	4.333778719554706
0.7070707070707076	7.698517670084469
0.9090909090909083	5.87757251656015
1.1111111111111107	8.192501671560702
1.3131313131313131	11.23561732820204
1.5151515151515156	5.009323246414064
1.7171717171717162	9.929223747238948
1.9191919191919187	7.4382171461211986
2.121212121212121	6.688541654049374
2.3232323232323235	8.364464158170811
2.525252525252524	12.257531079061964
2.7272727272727266	8.810929471812347
2.929292929292929	9.121344281721292
3.1313131313131315	15.043372687965693
3.333333333333334	13.17975817840413
3.5353535353535346	8.717091070882265
3.737373737373737	11.959907139215417
3.9393939393939394	12.842148437812924
4.141414141414142	13.685603597726995
4.3434343434343425	16.481417649339544
4.545454545454545	14.458958537508126
4.747474747474747	18.84515708002363
4.94949494949495	15.9261589119765
5.1515151515151505	19.140075307571742
5.353535353535353	18.678360128848308
5.555555555555555	18.906506795667404
5.757575757575758	23.304783059472577
5.9595959595959584	23.315154758484564
6.161616161616163	24.103512214856877
6.363636363636363	22.829310405003362
6.565656565656564	23.975537901151288
6.767676767676768	21.562047657467875
6.969696969696969	27.16817969399142
7.171717171717173	22.46922034841577
7.373737373737374	21.80779947797793
7.575757575757574	24.22208809202256
7.777777777777779	28.107248820732696
7.979797979797979	31.677318520078543
8.18181818181818	23.49001303719512
8.383838383838384	33.3194791014837
8.585858585858585	27.477942871050224
8.787878787878789	32.937779334911426
8.98989898989899	29.503979177695886
9.19191919191919	30.08758134880324
9.393939393939394	31.472037166114887
9.595959595959595	29.521051447858234
9.7979797979798	28.920408508689395
10.0	34.2024548386445
